id,cuisine
48854,southern_us
39058,filipino
34294,cajun_creole
46593,jamaican
22582,irish
36937,cajun_creole
34596,indian
42570,greek
10147,cajun_creole
44796,italian
46819,filipino
30905,russian
34980,irish
49265,thai
37563,chinese
25673,chinese
14267,japanese
32410,greek
26392,korean
27384,chinese
43045,jamaican
22576,indian
11597,jamaican
22656,thai
47811,greek
7925,irish
14860,italian
27525,vietnamese
7798,vietnamese
10848,vietnamese
19062,japanese
32224,italian
11529,british
12155,irish
30628,irish
21909,korean
14291,southern_us
3323,spanish
6502,korean
25833,japanese
31108,thai
47484,japanese
27396,russian
48147,southern_us
10489,russian
12014,chinese
4904,mexican
36607,moroccan
12756,irish
32462,brazilian
42204,spanish
246,british
47061,southern_us
15908,indian
29572,southern_us
13458,british
14022,chinese
40437,filipino
48136,italian
17687,thai
48504,mexican
22857,chinese
11465,japanese
42107,cajun_creole
12514,greek
46339,southern_us
8383,british
27362,brazilian
38646,jamaican
44084,mexican
12946,french
11670,brazilian
34916,greek
2944,italian
33063,moroccan
26982,british
2231,mexican
5118,russian
28258,italian
44113,thai
47328,spanish
33937,irish
40399,russian
23562,greek
12787,cajun_creole
13992,indian
38992,filipino
45269,cajun_creole
15211,mexican
34602,spanish
41779,vietnamese
4179,vietnamese
37925,greek
46161,indian
5512,indian
27845,chinese
12024,irish
41072,thai
17911,cajun_creole
4237,southern_us
40442,irish
15522,chinese
6804,russian
43807,irish
21647,thai
22758,russian
32551,cajun_creole
20470,indian
20842,southern_us
43018,chinese
45493,russian
42442,greek
14655,mexican
32247,irish
32302,moroccan
42075,thai
19949,mexican
23352,cajun_creole
48549,southern_us
15053,vietnamese
23490,southern_us
12080,italian
41992,indian
10618,russian
2870,cajun_creole
49226,brazilian
10052,cajun_creole
39400,jamaican
8410,korean
15752,irish
18854,french
28448,greek
27260,irish
1083,indian
21430,cajun_creole
46343,korean
12493,vietnamese
14251,mexican
37764,japanese
3912,vietnamese
28477,southern_us
25100,spanish
44515,southern_us
36019,filipino
44471,filipino
27855,greek
47538,french
16954,russian
5730,jamaican
29892,irish
25581,japanese
43708,southern_us
49152,vietnamese
40984,filipino
13050,japanese
15031,brazilian
42841,moroccan
16325,vietnamese
1866,chinese
29547,thai
24281,indian
49183,brazilian
41136,filipino
15790,irish
23832,japanese
4231,russian
5306,filipino
40103,cajun_creole
45908,irish
34333,jamaican
19999,french
9304,korean
11613,british
30183,chinese
14480,russian
26493,brazilian
46415,southern_us
23012,japanese
2981,french
31371,russian
8119,irish
48376,british
42957,jamaican
18688,filipino
38876,french
11197,russian
48216,greek
24611,korean
16761,vietnamese
47345,french
16477,chinese
31855,spanish
403,thai
48608,chinese
1985,thai
36249,moroccan
27201,cajun_creole
22141,brazilian
34166,korean
4721,french
44230,vietnamese
21409,french
29986,chinese
15401,moroccan
32341,thai
46266,italian
6633,thai
42713,korean
9117,chinese
16266,southern_us
36470,mexican
16164,korean
34712,russian
29117,indian
34991,thai
24906,thai
36954,mexican
29979,russian
16710,jamaican
48056,irish
24035,moroccan
32656,greek
45875,jamaican
1735,indian
35986,brazilian
45005,jamaican
46636,thai
31507,japanese
31348,japanese
28362,korean
33305,indian
36747,mexican
39897,korean
27450,southern_us
49579,vietnamese
24426,greek
11507,filipino
6093,moroccan
49338,korean
11560,greek
49597,vietnamese
17865,irish
5995,korean
9707,french
6888,spanish
46148,italian
19940,southern_us
34637,irish
14214,japanese
15805,moroccan
34328,irish
27174,mexican
24919,japanese
33206,filipino
10745,filipino
41550,filipino
5008,jamaican
10685,japanese
15287,greek
25701,spanish
31525,thai
27096,chinese
36113,greek
48480,filipino
1944,indian
26314,cajun_creole
10478,vietnamese
15149,spanish
5024,japanese
1676,french
2869,chinese
20079,jamaican
8053,mexican
6212,moroccan
13557,british
9735,russian
39956,indian
21569,british
3269,moroccan
4461,moroccan
41598,indian
44612,greek
20150,french
7278,thai
35809,italian
21612,thai
20357,greek
23355,vietnamese
27727,vietnamese
34021,brazilian
9970,cajun_creole
36438,russian
12079,italian
22380,vietnamese
28065,spanish
49690,thai
48671,cajun_creole
18509,russian
8903,british
23374,thai
22475,russian
28418,japanese
42625,russian
44840,british
42121,italian
2243,chinese
18032,filipino
19392,irish
25679,brazilian
11223,japanese
35867,greek
33842,chinese
12676,cajun_creole
38377,spanish
344,russian
11864,russian
16895,mexican
3001,jamaican
19195,russian
3635,french
23150,brazilian
17502,greek
16405,moroccan
34160,korean
34495,russian
18377,southern_us
18988,russian
24880,thai
48302,japanese
33358,korean
20732,indian
22094,french
8638,french
35556,irish
27248,irish
15746,vietnamese
46404,vietnamese
23323,indian
39018,thai
23510,greek
27710,french
30540,russian
48945,irish
37197,jamaican
27343,jamaican
29349,filipino
38383,british
46758,filipino
24859,filipino
18292,filipino
32450,filipino
35936,british
36789,greek
19804,indian
16604,russian
585,british
29352,greek
48392,italian
44324,filipino
5012,british
19487,greek
17263,cajun_creole
26127,mexican
39464,irish
4870,filipino
16171,vietnamese
308,italian
19155,korean
18736,korean
43352,southern_us
24652,filipino
44181,chinese
36237,spanish
30286,brazilian
4019,brazilian
20111,jamaican
35543,moroccan
25992,french
8275,greek
49613,southern_us
45149,chinese
38610,british
18111,southern_us
35670,british
30349,cajun_creole
12034,korean
20729,brazilian
11458,korean
16423,french
47404,british
43875,moroccan
43513,cajun_creole
21894,spanish
9350,cajun_creole
18519,greek
4651,brazilian
14831,greek
32530,french
44131,irish
36724,cajun_creole
20264,cajun_creole
4994,indian
47875,southern_us
1952,indian
6792,italian
44853,thai
13807,british
14303,jamaican
27449,chinese
20389,french
32028,southern_us
9758,french
15295,french
14904,brazilian
9534,chinese
46950,brazilian
15648,moroccan
44473,british
29833,greek
3015,french
43675,jamaican
3329,british
27359,irish
18163,korean
45238,italian
2146,chinese
17194,indian
15864,japanese
6084,irish
44220,indian
1843,chinese
4777,italian
27182,irish
47648,indian
30068,spanish
36696,jamaican
47909,chinese
19016,japanese
32683,thai
224,indian
2031,moroccan
26715,mexican
23886,southern_us
28724,italian
46037,vietnamese
38683,jamaican
19328,mexican
15324,thai
20480,brazilian
43132,mexican
25028,thai
15859,irish
13023,filipino
27838,brazilian
3661,spanish
35313,indian
45668,british
3070,korean
20607,chinese
33560,filipino
43354,italian
19935,british
45795,brazilian
42932,italian
42059,southern_us
47601,korean
31240,british
5339,brazilian
8192,spanish
4831,irish
9134,spanish
49500,moroccan
45456,vietnamese
47506,moroccan
43238,vietnamese
43910,brazilian
36829,british
2771,brazilian
14712,russian
37718,spanish
5264,filipino
26273,vietnamese
48641,spanish
46990,moroccan
26575,indian
43906,cajun_creole
30518,spanish
45950,spanish
15967,british
25115,jamaican
15112,korean
34860,cajun_creole
32100,chinese
11239,southern_us
809,jamaican
9212,italian
34741,italian
29409,mexican
39986,british
21487,italian
36981,filipino
19115,russian
37110,filipino
36185,mexican
26244,vietnamese
18026,greek
36961,british
14384,jamaican
6039,greek
31871,chinese
35841,cajun_creole
16074,greek
39180,spanish
19331,cajun_creole
8658,brazilian
49574,japanese
25237,russian
6947,indian
5309,irish
35914,spanish
14715,southern_us
47994,russian
11508,british
41662,chinese
39047,mexican
22933,british
5016,vietnamese
49449,jamaican
39029,italian
1721,spanish
41864,cajun_creole
17358,moroccan
36847,southern_us
34812,greek
5486,chinese
2492,moroccan
45624,southern_us
7576,thai
34773,moroccan
16904,cajun_creole
4279,greek
38068,spanish
7370,mexican
23586,southern_us
48790,thai
26717,spanish
32749,mexican
42536,moroccan
5372,jamaican
37143,mexican
37244,irish
27674,spanish
778,filipino
14686,greek
9274,indian
37769,indian
12871,russian
38528,mexican
32968,irish
6275,thai
4732,greek
9452,southern_us
29194,vietnamese
16627,japanese
5127,mexican
26447,irish
11489,indian
23884,cajun_creole
14545,chinese
19620,british
9771,brazilian
21265,greek
38249,chinese
3483,irish
21262,chinese
14605,cajun_creole
9448,italian
15750,jamaican
6413,thai
17585,indian
10057,japanese
29462,thai
18943,chinese
22591,southern_us
32048,italian
32249,southern_us
39578,french
21724,british
27119,jamaican
25094,thai
41200,italian
33033,indian
21389,thai
49103,indian
12519,greek
26913,greek
12460,mexican
3397,thai
3502,british
42877,filipino
249,british
46008,french
14185,brazilian
20873,british
11722,brazilian
24883,italian
3932,moroccan
25728,indian
16428,indian
7887,russian
48364,thai
47197,british
28640,moroccan
16758,british
39135,vietnamese
33302,filipino
23677,filipino
25509,japanese
35746,chinese
46195,southern_us
19788,brazilian
18888,italian
21153,mexican
44672,italian
48707,jamaican
2232,japanese
36081,french
948,moroccan
24512,thai
24382,brazilian
40648,japanese
48886,chinese
21967,irish
40119,cajun_creole
38221,vietnamese
49494,cajun_creole
17286,indian
10421,british
13088,southern_us
34348,mexican
15405,french
15218,jamaican
40233,italian
26098,italian
17221,thai
25198,indian
22532,italian
41563,indian
2554,brazilian
38170,southern_us
29476,southern_us
33384,russian
5770,mexican
5628,french
44069,french
18530,jamaican
22369,jamaican
9498,thai
26476,spanish
29939,french
9336,british
26377,korean
18442,filipino
13470,japanese
34689,indian
11016,mexican
28985,thai
25293,indian
569,cajun_creole
29992,spanish
20363,french
6981,cajun_creole
30154,jamaican
39960,greek
25975,filipino
4029,southern_us
49081,russian
7493,vietnamese
10393,korean
6915,indian
42310,italian
15612,moroccan
23160,vietnamese
37897,japanese
44731,british
3460,spanish
29855,russian
31140,southern_us
4481,russian
30882,korean
511,italian
1120,greek
42651,italian
18209,chinese
38368,cajun_creole
31783,thai
37589,russian
17752,cajun_creole
37020,irish
19503,british
2718,italian
28365,greek
45843,indian
4514,indian
4311,moroccan
41356,moroccan
12022,mexican
6846,southern_us
8983,mexican
47589,thai
14859,korean
20035,korean
732,french
38568,chinese
10871,filipino
42540,thai
48782,greek
17988,spanish
8147,japanese
32029,thai
25598,japanese
8695,russian
11213,moroccan
21053,moroccan
29154,spanish
33691,italian
32129,italian
43787,japanese
40642,cajun_creole
39782,chinese
38430,russian
33438,cajun_creole
31602,italian
17581,filipino
25169,filipino
35755,spanish
33544,moroccan
34252,greek
30764,irish
44946,thai
716,french
24668,spanish
24270,cajun_creole
13165,filipino
33758,brazilian
3090,greek
43987,chinese
39021,irish
44460,french
29876,vietnamese
17737,korean
36772,thai
18174,jamaican
20924,irish
39098,french
32571,british
26957,korean
11363,cajun_creole
20736,southern_us
42639,indian
43350,jamaican
15451,vietnamese
45175,italian
5652,jamaican
1569,vietnamese
39036,vietnamese
13673,irish
1550,vietnamese
38553,filipino
38594,italian
3220,korean
24686,chinese
10863,french
46683,irish
5113,korean
34967,moroccan
15420,thai
9607,chinese
7190,russian
7482,mexican
3928,japanese
11288,japanese
1948,french
6590,moroccan
20275,russian
14212,russian
47990,thai
36653,spanish
22436,moroccan
34790,jamaican
45752,korean
19159,russian
14515,indian
27510,jamaican
38699,spanish
34959,cajun_creole
7206,chinese
2316,moroccan
18823,jamaican
1909,jamaican
48313,british
5844,russian
29975,jamaican
41091,irish
9532,italian
46569,thai
10399,french
42934,moroccan
2688,vietnamese
27095,french
12476,italian
23070,greek
9837,russian
45829,filipino
31887,chinese
28518,italian
47168,irish
45321,italian
20662,brazilian
9699,brazilian
41018,filipino
705,southern_us
42898,british
633,jamaican
31443,italian
18613,french
19060,french
17845,moroccan
1534,russian
41786,irish
31656,greek
17330,italian
7048,greek
7938,cajun_creole
46208,russian
33759,vietnamese
5526,cajun_creole
26943,korean
20701,filipino
35701,moroccan
36687,japanese
21401,italian
376,vietnamese
6980,chinese
39402,filipino
43095,southern_us
18576,cajun_creole
39720,russian
17526,italian
27549,brazilian
27123,spanish
22979,japanese
46113,chinese
31557,moroccan
20414,chinese
14487,spanish
24881,filipino
17955,chinese
39109,jamaican
35576,korean
25876,french
24669,british
22261,vietnamese
832,french
29742,french
21381,british
34322,italian
7224,british
17978,korean
9438,irish
9458,irish
41045,mexican
34614,indian
16651,filipino
8230,moroccan
39372,french
39357,korean
44341,italian
42052,spanish
45208,cajun_creole
28626,russian
48345,greek
37791,japanese
15227,brazilian
24053,french
17716,italian
6087,korean
28000,french
4320,british
21783,southern_us
16148,japanese
47562,russian
31541,british
43574,brazilian
45475,spanish
16953,italian
5239,irish
4595,jamaican
37279,moroccan
33264,greek
30484,italian
9200,cajun_creole
7457,french
42413,french
18484,japanese
20985,spanish
29503,cajun_creole
45242,greek
46953,italian
13948,southern_us
1623,indian
33251,italian
6148,japanese
30392,japanese
144,cajun_creole
20602,indian
48085,japanese
14896,russian
47518,jamaican
29161,southern_us
39363,filipino
694,irish
3887,southern_us
12671,spanish
31117,moroccan
14714,greek
29993,thai
20639,chinese
17665,vietnamese
3969,cajun_creole
11014,british
19530,thai
17271,mexican
30457,french
22989,japanese
45756,japanese
20297,japanese
10942,thai
35686,mexican
13032,french
7951,korean
20432,irish
17971,russian
4128,british
7589,british
18816,brazilian
12650,mexican
418,vietnamese
36366,southern_us
32991,cajun_creole
6424,filipino
8134,mexican
39280,vietnamese
3091,japanese
23382,french
34090,indian
23320,cajun_creole
14962,japanese
42047,indian
44805,indian
36584,chinese
3016,irish
6391,russian
38188,korean
1784,greek
18300,french
3856,southern_us
41841,british
16837,filipino
23687,irish
38118,indian
27801,mexican
17096,russian
20235,mexican
13288,thai
26749,british
19084,mexican
35200,russian
41073,greek
28016,thai
18431,filipino
22228,indian
27456,japanese
325,mexican
6543,italian
7062,japanese
49221,mexican
44536,greek
24865,cajun_creole
26543,russian
10096,indian
38273,filipino
6710,filipino
49243,korean
19624,spanish
24435,korean
14883,jamaican
22516,cajun_creole
587,indian
40539,korean
11208,jamaican
18273,spanish
22762,russian
13300,greek
42245,italian
14177,cajun_creole
4184,italian
14277,moroccan
41308,jamaican
34438,greek
9805,thai
38007,greek
23919,cajun_creole
13945,cajun_creole
32279,jamaican
17456,thai
47941,filipino
32310,cajun_creole
44442,mexican
14163,southern_us
27573,filipino
777,moroccan
44116,spanish
13347,russian
29348,french
14219,cajun_creole
39983,spanish
33682,french
21443,korean
47642,russian
1759,italian
1205,irish
4794,greek
17408,korean
34666,irish
40237,italian
13778,vietnamese
41289,british
3560,thai
35830,italian
11151,vietnamese
12789,russian
21166,mexican
24716,filipino
25586,french
11046,japanese
31793,thai
28746,mexican
7226,thai
30991,irish
47476,spanish
30626,moroccan
49367,greek
35754,thai
4247,chinese
49423,brazilian
22295,greek
2749,filipino
685,brazilian
30988,cajun_creole
46285,spanish
40492,mexican
22264,southern_us
15921,russian
388,french
33121,chinese
35685,brazilian
4416,italian
17725,chinese
39525,moroccan
27034,cajun_creole
28470,brazilian
38953,irish
20045,japanese
12896,spanish
39573,italian
8838,french
15399,vietnamese
39439,vietnamese
26837,chinese
41220,brazilian
35968,vietnamese
24335,thai
10983,italian
5516,vietnamese
38894,italian
11887,spanish
31306,french
38578,moroccan
3561,mexican
45095,irish
30969,brazilian
14389,chinese
29670,british
40995,mexican
33629,irish
10616,british
30886,brazilian
18995,japanese
31098,spanish
34607,cajun_creole
48989,korean
44542,spanish
47075,russian
19228,russian
2685,vietnamese
11686,brazilian
9610,italian
30405,japanese
43666,filipino
32892,greek
44741,russian
6791,greek
440,japanese
22693,french
24328,russian
13800,korean
23873,spanish
12767,french
5929,greek
20645,russian
20999,brazilian
29995,vietnamese
35223,thai
22414,thai
23410,thai
36558,thai
13704,japanese
41952,chinese
46915,indian
47170,vietnamese
2295,chinese
46128,french
48349,jamaican
1482,mexican
26589,thai
9418,british
31356,brazilian
16052,spanish
43594,irish
29099,korean
23472,jamaican
34914,moroccan
19404,chinese
28299,jamaican
12314,greek
6047,russian
37581,vietnamese
12750,korean
17498,irish
7694,jamaican
14531,british
26628,vietnamese
8205,thai
25101,greek
29045,mexican
20917,korean
8311,korean
10213,korean
15241,mexican
46132,southern_us
15349,jamaican
22580,mexican
47335,russian
17759,vietnamese
27633,chinese
42313,jamaican
47272,brazilian
4553,italian
15235,mexican
34102,greek
21227,japanese
9782,russian
6913,jamaican
11944,greek
19035,thai
9848,greek
42745,jamaican
40846,thai
27618,cajun_creole
41067,japanese
13555,moroccan
18063,southern_us
16962,irish
8415,jamaican
19041,indian
38889,thai
32528,japanese
21750,southern_us
11344,mexican
27945,thai
37025,moroccan
789,chinese
25084,brazilian
6024,french
14741,french
20468,moroccan
26963,greek
1451,british
27745,brazilian
31347,jamaican
46592,chinese
38107,russian
5987,filipino
1808,japanese
23783,mexican
28618,british
36764,southern_us
11326,vietnamese
3020,indian
24326,moroccan
34002,greek
11499,moroccan
9268,russian
49368,thai
44720,korean
13127,filipino
34494,french
48382,moroccan
18585,thai
40052,thai
46321,greek
49561,russian
9453,thai
19555,thai
17833,cajun_creole
10196,brazilian
35996,korean
22530,moroccan
44176,irish
2669,southern_us
10896,mexican
7343,italian
46255,japanese
27043,southern_us
20998,vietnamese
12357,mexican
36339,mexican
45086,spanish
37690,mexican
37829,indian
3537,cajun_creole
5150,russian
13,jamaican
44579,filipino
8749,moroccan
131,korean
44306,indian
19202,thai
21300,thai
27286,italian
18297,chinese
4388,french
22234,french
7359,irish
39947,cajun_creole
6855,spanish
46057,spanish
33950,chinese
36009,russian
23732,mexican
21316,british
32806,chinese
34343,mexican
11973,thai
2380,italian
30667,spanish
42364,brazilian
30258,irish
34109,filipino
5265,cajun_creole
123,greek
12498,japanese
23713,french
25176,greek
28576,british
32563,mexican
38829,vietnamese
3835,british
1960,italian
43991,chinese
45136,spanish
41554,indian
10118,brazilian
43827,french
32583,indian
31949,mexican
23574,southern_us
28211,french
21793,thai
25914,thai
34735,greek
26071,thai
9476,italian
29443,cajun_creole
16966,mexican
6457,french
25882,cajun_creole
48390,korean
28356,mexican
15699,irish
2090,irish
4686,vietnamese
27937,thai
25560,cajun_creole
38937,thai
48670,japanese
2547,indian
17442,chinese
28669,moroccan
4410,japanese
36917,vietnamese
46755,japanese
25321,cajun_creole
47019,vietnamese
33077,italian
11593,southern_us
44295,thai
46632,thai
18503,thai
29030,thai
32516,french
35128,korean
41715,thai
49185,cajun_creole
35517,mexican
13909,french
36886,jamaican
29304,vietnamese
29577,jamaican
24570,korean
29466,chinese
10724,irish
30026,spanish
37133,vietnamese
29346,spanish
32871,filipino
46420,irish
29083,italian
4402,filipino
15877,british
33448,mexican
3541,japanese
27704,moroccan
28658,brazilian
23793,greek
11040,filipino
28419,moroccan
37086,korean
13965,indian
28674,brazilian
5645,irish
20756,british
15548,greek
14495,italian
11989,russian
47482,southern_us
14101,chinese
1289,spanish
49473,russian
39161,moroccan
14452,southern_us
31489,jamaican
15599,greek
28440,moroccan
33624,mexican
24090,russian
16137,moroccan
4819,vietnamese
1377,french
47636,cajun_creole
25907,japanese
35894,russian
20315,chinese
27199,japanese
34055,chinese
26938,greek
5734,thai
32241,spanish
2163,japanese
20340,southern_us
6278,thai
49404,thai
36731,british
29165,russian
24932,indian
6591,greek
14644,russian
43518,spanish
28979,jamaican
45821,japanese
26627,british
39139,russian
3026,moroccan
13204,mexican
762,british
28036,irish
46514,chinese
34536,japanese
36484,italian
5676,thai
13715,jamaican
43019,filipino
2471,brazilian
34065,chinese
39362,irish
4987,italian
28414,korean
8710,italian
6610,southern_us
28847,vietnamese
10560,japanese
32993,brazilian
16912,spanish
35262,filipino
46936,greek
14553,southern_us
17471,moroccan
22897,mexican
2789,japanese
3897,spanish
22751,chinese
16566,mexican
23033,british
30500,southern_us
13018,moroccan
13077,mexican
9177,spanish
16012,cajun_creole
5293,russian
35451,greek
5591,jamaican
44443,cajun_creole
36811,korean
7031,british
11475,thai
5556,russian
33728,french
46703,southern_us
41776,british
4099,mexican
4251,russian
29381,mexican
30300,spanish
27494,greek
48254,southern_us
32789,mexican
44569,vietnamese
44160,indian
18762,greek
23808,british
11875,british
35843,cajun_creole
4948,irish
34713,greek
8352,russian
28407,cajun_creole
3506,russian
44338,korean
38464,southern_us
1139,filipino
12287,indian
27031,spanish
42153,british
42686,russian
44415,russian
10072,russian
8618,british
14153,mexican
23825,southern_us
21440,vietnamese
13366,cajun_creole
24979,indian
33437,brazilian
4864,greek
33017,spanish
15122,chinese
42731,cajun_creole
8281,jamaican
2812,spanish
30683,french
24249,jamaican
12169,moroccan
28629,british
32774,irish
15181,thai
44314,japanese
37583,italian
28069,russian
33503,brazilian
24015,french
39333,moroccan
13414,greek
4855,greek
6512,mexican
21974,filipino
9062,italian
6243,italian
10675,cajun_creole
35788,chinese
37372,russian
28810,japanese
23045,japanese
21296,thai
33484,irish
30045,thai
17354,italian
30061,moroccan
41671,greek
13160,brazilian
43260,irish
43992,indian
16117,brazilian
30403,cajun_creole
37331,french
5456,thai
26893,british
44470,french
38130,vietnamese
9361,irish
19320,irish
3545,russian
25778,chinese
34074,cajun_creole
34216,vietnamese
38817,thai
20749,french
31535,southern_us
2052,jamaican
18186,indian
49595,moroccan
47592,russian
26011,cajun_creole
23403,irish
8005,filipino
19517,brazilian
10157,cajun_creole
47071,jamaican
22469,indian
26224,chinese
29482,mexican
8227,indian
12580,cajun_creole
26385,brazilian
49610,korean
6446,greek
1766,french
19538,indian
44811,thai
16844,cajun_creole
28777,russian
28282,moroccan
15025,moroccan
35345,cajun_creole
21527,spanish
26997,irish
40454,british
2828,vietnamese
18980,filipino
13604,thai
9911,mexican
49684,greek
5056,chinese
2990,chinese
32016,filipino
37476,brazilian
33761,brazilian
20280,mexican
19266,irish
17492,british
29376,mexican
39788,indian
606,mexican
28514,jamaican
8497,moroccan
14688,brazilian
6514,korean
22222,irish
40303,vietnamese
23173,southern_us
26842,thai
38197,moroccan
6680,british
11165,british
10077,korean
10703,russian
32046,british
40961,cajun_creole
35596,russian
1653,moroccan
3886,british
14121,french
36351,korean
32915,cajun_creole
5386,brazilian
40215,greek
183,filipino
24641,irish
47715,british
34390,southern_us
712,russian
12535,moroccan
49435,greek
30517,japanese
3489,russian
1636,spanish
30044,indian
24095,indian
22105,jamaican
24627,thai
38840,greek
9246,japanese
32088,thai
38769,chinese
5657,filipino
15325,vietnamese
28603,cajun_creole
42188,mexican
30446,italian
1757,irish
32710,filipino
2136,french
27690,jamaican
35074,vietnamese
48873,italian
39277,russian
28708,thai
45762,greek
37933,irish
4491,cajun_creole
35597,vietnamese
15163,southern_us
25745,russian
49614,british
41946,japanese
6372,filipino
39604,mexican
42983,french
19983,russian
21892,italian
20647,thai
47368,moroccan
3557,greek
41749,brazilian
31498,brazilian
19271,british
15640,spanish
26181,italian
22491,italian
31939,chinese
35961,mexican
9811,brazilian
40599,moroccan
40190,filipino
16581,moroccan
22637,greek
37123,chinese
36020,mexican
2226,french
43012,mexican
13134,japanese
18749,russian
1692,japanese
10138,brazilian
25235,japanese
13955,vietnamese
42655,mexican
12415,chinese
7502,vietnamese
27394,greek
44210,chinese
5331,cajun_creole
25173,jamaican
48988,british
20735,thai
22048,french
27644,vietnamese
43242,southern_us
28368,greek
2429,thai
25477,indian
30938,vietnamese
29877,southern_us
30451,jamaican
48987,japanese
17989,irish
13439,indian
33444,thai
38794,french
37227,indian
39679,korean
34234,korean
38038,cajun_creole
7274,spanish
18018,moroccan
11450,vietnamese
48160,thai
21288,irish
34704,cajun_creole
46684,thai
7049,korean
9116,southern_us
22485,moroccan
6346,french
40269,thai
35850,french
1429,mexican
19739,spanish
38972,chinese
39570,russian
43463,cajun_creole
21757,japanese
36070,greek
40550,thai
22914,indian
15074,irish
41576,indian
46372,irish
8751,moroccan
47378,cajun_creole
21143,italian
3818,filipino
48486,british
23388,indian
37216,russian
13142,moroccan
828,british
18468,greek
25554,moroccan
9863,cajun_creole
12771,russian
3066,indian
35442,southern_us
25696,brazilian
38136,cajun_creole
35825,vietnamese
28933,jamaican
34629,spanish
22169,thai
7028,british
37204,greek
16980,jamaican
27356,greek
11736,jamaican
1632,jamaican
1073,vietnamese
8236,italian
42866,french
30904,mexican
35258,russian
17290,korean
35929,thai
46072,moroccan
46763,italian
47664,vietnamese
45625,greek
31177,russian
33941,vietnamese
12272,chinese
48146,jamaican
11812,british
42795,italian
14372,japanese
2964,southern_us
9236,british
18992,vietnamese
30902,southern_us
30939,cajun_creole
20108,moroccan
6562,chinese
46412,southern_us
8034,jamaican
37521,french
46651,moroccan
32493,british
3251,greek
31825,jamaican
2676,french
32140,vietnamese
5326,cajun_creole
38240,korean
45874,mexican
17253,chinese
25292,filipino
48666,korean
49278,brazilian
47903,british
42062,filipino
27885,greek
21229,brazilian
47629,vietnamese
16695,chinese
5355,brazilian
45369,spanish
25736,moroccan
29882,southern_us
38900,mexican
1508,southern_us
2526,chinese
16563,spanish
49060,moroccan
31448,french
36746,brazilian
1280,brazilian
41950,italian
25948,korean
35444,southern_us
2881,irish
44080,italian
4446,indian
47106,cajun_creole
15521,filipino
44359,russian
48967,italian
1599,cajun_creole
44514,italian
7140,spanish
27656,spanish
35581,mexican
6359,brazilian
41639,brazilian
42680,filipino
31520,italian
47846,korean
7993,mexican
2996,southern_us
27737,korean
27427,vietnamese
3734,korean
44673,chinese
43924,french
18628,southern_us
3596,vietnamese
37666,italian
14633,southern_us
36259,greek
19752,russian
16697,cajun_creole
9550,spanish
20813,moroccan
34356,italian
3583,vietnamese
14148,british
28329,cajun_creole
166,japanese
12368,southern_us
32261,italian
35306,spanish
1414,french
45051,japanese
20767,mexican
23450,mexican
404,spanish
527,brazilian
25416,japanese
25409,southern_us
34603,spanish
20266,russian
9513,spanish
7794,korean
19429,french
11328,cajun_creole
49242,thai
40411,indian
46424,brazilian
1634,chinese
47221,mexican
3963,british
15515,russian
6735,mexican
41899,spanish
36222,russian
24468,russian
9876,cajun_creole
33614,vietnamese
42279,moroccan
46846,moroccan
34711,moroccan
39556,italian
1064,chinese
30080,irish
6076,mexican
5670,british
44525,japanese
19743,jamaican
36205,korean
9030,brazilian
39755,mexican
39434,russian
37803,filipino
30053,southern_us
11661,french
17918,jamaican
44237,russian
38536,italian
47369,mexican
6108,french
16807,british
41329,italian
33582,thai
9570,jamaican
47129,british
14268,italian
8395,southern_us
38977,greek
22716,jamaican
25753,french
12018,russian
31659,russian
21149,french
10328,vietnamese
33585,mexican
29192,vietnamese
46733,mexican
12887,russian
24354,british
39237,british
19430,moroccan
39895,british
34566,mexican
17889,mexican
40652,indian
31395,irish
35908,russian
18341,moroccan
17745,italian
40560,japanese
25097,italian
31430,chinese
25484,mexican
43668,vietnamese
2184,italian
12106,korean
25747,moroccan
11423,vietnamese
22403,filipino
2880,vietnamese
15445,japanese
9825,irish
31607,jamaican
9341,moroccan
2406,thai
28466,french
8619,italian
16097,russian
11652,korean
16852,korean
29111,spanish
33602,filipino
35,japanese
47741,russian
39820,mexican
25332,mexican
5720,japanese
19634,brazilian
34851,russian
14117,irish
12195,british
33665,italian
46228,british
15964,french
47502,filipino
41865,filipino
46055,thai
8863,mexican
48658,mexican
42251,chinese
33164,french
24526,greek
39431,french
3893,thai
34175,mexican
6727,brazilian
17230,brazilian
24579,jamaican
15873,korean
3703,thai
27030,korean
9149,chinese
16152,spanish
49665,jamaican
27036,thai
8341,moroccan
30384,southern_us
32883,cajun_creole
29047,cajun_creole
31964,italian
7011,southern_us
46301,mexican
3495,irish
11949,spanish
975,moroccan
15529,thai
15372,irish
5176,vietnamese
13631,mexican
42028,irish
4936,moroccan
26471,thai
43833,indian
47933,mexican
38373,vietnamese
5780,greek
46303,japanese
27308,mexican
10340,jamaican
48900,greek
876,filipino
10446,japanese
15082,filipino
31706,japanese
24885,russian
34944,italian
7917,indian
5923,russian
44272,chinese
41074,cajun_creole
381,greek
16053,russian
37470,irish
23027,indian
42078,russian
13183,southern_us
14828,moroccan
15394,jamaican
46300,mexican
38963,greek
679,moroccan
34558,vietnamese
31528,italian
45629,japanese
5034,korean
35031,jamaican
13237,mexican
42339,southern_us
3911,japanese
20409,japanese
24741,thai
18381,mexican
7572,british
24226,greek
19945,filipino
31809,italian
17903,indian
